Step,Time,Drone_Position,Current_Target,Distance_Error,Waypoint_Reached,Reward,Info
255,16.605209589004517,"[3.4773600101470947, 5.594930648803711, 1.944471001625061]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",6.7054944,False,-6.705494403839111,"{'tracking_error': 6.7054944, 'drone_position': [3.4773600101470947, 5.594930648803711, 1.944471001625061], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
256,16.66858434677124,"[3.501525640487671, 5.6344218254089355, 1.9466811418533325]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",6.741681,False,-6.741681098937988,"{'tracking_error': 6.741681, 'drone_position': [3.501525640487671, 5.6344218254089355, 1.9466811418533325], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
257,16.731332778930664,"[3.5259058475494385, 5.67415714263916, 1.9485712051391602]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",6.7781973,False,-6.778197288513184,"{'tracking_error': 6.7781973, 'drone_position': [3.5259058475494385, 5.67415714263916, 1.9485712051391602], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
258,16.793368816375732,"[3.5503034591674805, 5.714343070983887, 1.9502273797988892]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",6.8152747,False,-6.815274715423584,"{'tracking_error': 6.8152747, 'drone_position': [3.5503034591674805, 5.714343070983887, 1.9502273797988892], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
259,16.855414628982544,"[3.5745043754577637, 5.755001544952393, 1.9519095420837402]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",6.8529663,False,-6.85296630859375,"{'tracking_error': 6.8529663, 'drone_position': [3.5745043754577637, 5.755001544952393, 1.9519095420837402], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
260,16.918343782424927,"[3.598463535308838, 5.795906066894531, 1.9538781642913818]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",6.8910575,False,-6.89105749130249,"{'tracking_error': 6.8910575, 'drone_position': [3.598463535308838, 5.795906066894531, 1.9538781642913818], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
261,16.978740453720093,"[3.622335195541382, 5.836767196655273, 1.9561752080917358]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",6.9292407,False,-6.929240703582764,"{'tracking_error': 6.9292407, 'drone_position': [3.622335195541382, 5.836767196655273, 1.9561752080917358], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
262,17.039793729782104,"[3.646308422088623, 5.877438068389893, 1.9586535692214966]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",6.9673443,False,-6.967344284057617,"{'tracking_error': 6.9673443, 'drone_position': [3.646308422088623, 5.877438068389893, 1.9586535692214966], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
263,17.101272583007812,"[3.670506477355957, 5.917919158935547, 1.9611291885375977]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.005349,False,-7.005349159240723,"{'tracking_error': 7.005349, 'drone_position': [3.670506477355957, 5.917919158935547, 1.9611291885375977], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
264,17.163533926010132,"[3.694993019104004, 5.9583048820495605, 1.9634422063827515]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.043339,False,-7.043338775634766,"{'tracking_error': 7.043339, 'drone_position': [3.694993019104004, 5.9583048820495605, 1.9634422063827515], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
265,17.22675895690918,"[3.7197606563568115, 5.998770236968994, 1.9654709100723267]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.0814853,False,-7.081485271453857,"{'tracking_error': 7.0814853, 'drone_position': [3.7197606563568115, 5.998770236968994, 1.9654709100723267], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
266,17.288733959197998,"[3.7446939945220947, 6.03954553604126, 1.9671854972839355]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.1200285,False,-7.120028495788574,"{'tracking_error': 7.1200285, 'drone_position': [3.7446939945220947, 6.03954553604126, 1.9671854972839355], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
267,17.35154390335083,"[3.769573211669922, 6.080800533294678, 1.9687283039093018]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.1591597,False,-7.1591596603393555,"{'tracking_error': 7.1591597, 'drone_position': [3.769573211669922, 6.080800533294678, 1.9687283039093018], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
268,17.413951635360718,"[3.7942159175872803, 6.122480869293213, 1.970386028289795]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.198847,False,-7.198846817016602,"{'tracking_error': 7.198847, 'drone_position': [3.7942159175872803, 6.122480869293213, 1.970386028289795], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
269,17.47706651687622,"[3.8186452388763428, 6.164312362670898, 1.9723700284957886]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.2388177,False,-7.2388176918029785,"{'tracking_error': 7.2388177, 'drone_position': [3.8186452388763428, 6.164312362670898, 1.9723700284957886], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
270,17.53869867324829,"[3.8430442810058594, 6.206035137176514, 1.97465181350708]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.2787957,False,-7.2787957191467285,"{'tracking_error': 7.2787957, 'drone_position': [3.8430442810058594, 6.206035137176514, 1.97465181350708], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
271,17.600643396377563,"[3.867586612701416, 6.247552394866943, 1.977060079574585]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.318666,False,-7.318665981292725,"{'tracking_error': 7.318666, 'drone_position': [3.867586612701416, 6.247552394866943, 1.977060079574585], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
272,17.709733247756958,"[3.89237642288208, 6.288895130157471, 1.9794158935546875]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.358446,False,-7.35844612121582,"{'tracking_error': 7.358446, 'drone_position': [3.89237642288208, 6.288895130157471, 1.9794158935546875], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
273,17.772425651550293,"[3.91745924949646, 6.330182075500488, 1.9815682172775269]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.3982477,False,-7.398247718811035,"{'tracking_error': 7.3982477, 'drone_position': [3.91745924949646, 6.330182075500488, 1.9815682172775269], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
274,17.834757804870605,"[3.942800760269165, 6.371610164642334, 1.9834141731262207]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.438267,False,-7.438267230987549,"{'tracking_error': 7.438267, 'drone_position': [3.942800760269165, 6.371610164642334, 1.9834141731262207], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
275,17.897552728652954,"[3.9682483673095703, 6.4134087562561035, 1.9849674701690674]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.4787426,False,-7.478742599487305,"{'tracking_error': 7.4787426, 'drone_position': [3.9682483673095703, 6.4134087562561035, 1.9849674701690674], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
276,17.96076250076294,"[3.9935731887817383, 6.4556965827941895, 1.9864252805709839]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.5198097,False,-7.519809722900391,"{'tracking_error': 7.5198097, 'drone_position': [3.9935731887817383, 6.4556965827941895, 1.9864252805709839], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
277,18.023533821105957,"[4.018640995025635, 6.498340606689453, 1.9880801439285278]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.5613484,False,-7.5613484382629395,"{'tracking_error': 7.5613484, 'drone_position': [4.018640995025635, 6.498340606689453, 1.9880801439285278], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
278,18.08784580230713,"[4.043539047241211, 6.541043281555176, 1.9900782108306885]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.60306,False,-7.603059768676758,"{'tracking_error': 7.60306, 'drone_position': [4.043539047241211, 6.541043281555176, 1.9900782108306885], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
279,18.15141725540161,"[4.068461894989014, 6.583587646484375, 1.9923310279846191]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.6447144,False,-7.64471435546875,"{'tracking_error': 7.6447144, 'drone_position': [4.068461894989014, 6.583587646484375, 1.9923310279846191], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
280,18.214775800704956,"[4.093563556671143, 6.625921726226807, 1.9946554899215698]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.686246,False,-7.686245918273926,"{'tracking_error': 7.686246, 'drone_position': [4.093563556671143, 6.625921726226807, 1.9946554899215698], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
281,18.275850772857666,"[4.118930816650391, 6.66810417175293, 1.9968801736831665]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.7277064,False,-7.727706432342529,"{'tracking_error': 7.7277064, 'drone_position': [4.118930816650391, 6.66810417175293, 1.9968801736831665], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
282,18.339564323425293,"[4.144588947296143, 6.710277080535889, 1.9988641738891602]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.769233,False,-7.769233226776123,"{'tracking_error': 7.769233, 'drone_position': [4.144588947296143, 6.710277080535889, 1.9988641738891602], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
283,18.402230262756348,"[4.170472145080566, 6.752656936645508, 2.0005295276641846]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.811042,False,-7.811041831970215,"{'tracking_error': 7.811042, 'drone_position': [4.170472145080566, 6.752656936645508, 2.0005295276641846], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
284,18.464499950408936,"[4.196394443511963, 6.795458793640137, 2.001940965652466]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.8533545,False,-7.853354454040527,"{'tracking_error': 7.8533545, 'drone_position': [4.196394443511963, 6.795458793640137, 2.001940965652466], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
285,18.52717089653015,"[4.222133636474609, 6.838735580444336, 2.003342866897583]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.8962345,False,-7.896234512329102,"{'tracking_error': 7.8962345, 'drone_position': [4.222133636474609, 6.838735580444336, 2.003342866897583], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
286,18.58963966369629,"[4.247616767883301, 6.882283687591553, 2.0050101280212402]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.939486,False,-7.939486026763916,"{'tracking_error': 7.939486, 'drone_position': [4.247616767883301, 6.882283687591553, 2.0050101280212402], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
287,18.651729345321655,"[4.272982597351074, 6.925806522369385, 2.0070154666900635]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",7.98281,False,-7.982810020446777,"{'tracking_error': 7.98281, 'drone_position': [4.272982597351074, 6.925806522369385, 2.0070154666900635], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
288,18.712690830230713,"[4.29842472076416, 6.969136714935303, 2.0092244148254395]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.026032,False,-8.026032447814941,"{'tracking_error': 8.026032, 'drone_position': [4.29842472076416, 6.969136714935303, 2.0092244148254395], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
289,18.776601552963257,"[4.324074745178223, 7.012261390686035, 2.0114521980285645]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.069129,False,-8.06912899017334,"{'tracking_error': 8.069129, 'drone_position': [4.324074745178223, 7.012261390686035, 2.0114521980285645], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
290,18.838849306106567,"[4.350003242492676, 7.055263996124268, 2.013535261154175]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.112183,False,-8.1121826171875,"{'tracking_error': 8.112183, 'drone_position': [4.350003242492676, 7.055263996124268, 2.013535261154175], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
291,18.90106511116028,"[4.376213550567627, 7.098310947418213, 2.015345335006714]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.1553545,False,-8.155354499816895,"{'tracking_error': 8.1553545, 'drone_position': [4.376213550567627, 7.098310947418213, 2.015345335006714], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
292,18.963005304336548,"[4.4026031494140625, 7.14163064956665, 2.0168371200561523]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.198872,False,-8.198871612548828,"{'tracking_error': 8.198872, 'drone_position': [4.4026031494140625, 7.14163064956665, 2.0168371200561523], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
293,19.072733640670776,"[4.428961277008057, 7.185410022735596, 2.0181305408477783]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.242924,False,-8.242923736572266,"{'tracking_error': 8.242924, 'drone_position': [4.428961277008057, 7.185410022735596, 2.0181305408477783], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
294,19.136820077896118,"[4.455089569091797, 7.229625225067139, 2.0195040702819824]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.287493,False,-8.287492752075195,"{'tracking_error': 8.287493, 'drone_position': [4.455089569091797, 7.229625225067139, 2.0195040702819824], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
295,19.198092937469482,"[4.480982780456543, 7.27401876449585, 2.0211920738220215]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.332325,False,-8.332324981689453,"{'tracking_error': 8.332325, 'drone_position': [4.480982780456543, 7.27401876449585, 2.0211920738220215], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
296,19.260953903198242,"[4.506816387176514, 7.3183159828186035, 2.023193359375]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.377145,False,-8.377144813537598,"{'tracking_error': 8.377145, 'drone_position': [4.506816387176514, 7.3183159828186035, 2.023193359375], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
297,19.323835849761963,"[4.532770156860352, 7.362400054931641, 2.0253443717956543]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.421837,False,-8.421836853027344,"{'tracking_error': 8.421837, 'drone_position': [4.532770156860352, 7.362400054931641, 2.0253443717956543], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
298,19.38587737083435,"[4.558957099914551, 7.4062910079956055, 2.02746319770813]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.4664135,False,-8.466413497924805,"{'tracking_error': 8.4664135, 'drone_position': [4.558957099914551, 7.4062910079956055, 2.02746319770813], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
299,19.44728422164917,"[4.5854291915893555, 7.45009708404541, 2.0293948650360107]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.510981,False,-8.510980606079102,"{'tracking_error': 8.510981, 'drone_position': [4.5854291915893555, 7.45009708404541, 2.0293948650360107], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
300,19.510332107543945,"[4.612164497375488, 7.494007110595703, 2.0310282707214355]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.555724,False,-8.555724143981934,"{'tracking_error': 8.555724, 'drone_position': [4.612164497375488, 7.494007110595703, 2.0310282707214355], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
301,19.571561574935913,"[4.639024257659912, 7.5382537841796875, 2.032358407974243]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.600872,False,-8.600872039794922,"{'tracking_error': 8.600872, 'drone_position': [4.639024257659912, 7.5382537841796875, 2.032358407974243], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
302,19.635084629058838,"[4.665781497955322, 7.582977771759033, 2.0335612297058105]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.646562,False,-8.646561622619629,"{'tracking_error': 8.646562, 'drone_position': [4.665781497955322, 7.582977771759033, 2.0335612297058105], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
303,19.696197271347046,"[4.692279815673828, 7.628077030181885, 2.034930467605591]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.692695,False,-8.692694664001465,"{'tracking_error': 8.692695, 'drone_position': [4.692279815673828, 7.628077030181885, 2.034930467605591], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
304,19.75861930847168,"[4.718582630157471, 7.673259735107422, 2.036639928817749]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.738985,False,-8.738985061645508,"{'tracking_error': 8.738985, 'drone_position': [4.718582630157471, 7.673259735107422, 2.036639928817749], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
305,19.821059465408325,"[4.744881629943848, 7.71829080581665, 2.0386240482330322]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.7852,False,-8.785200119018555,"{'tracking_error': 8.7852, 'drone_position': [4.744881629943848, 7.71829080581665, 2.0386240482330322], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
306,19.88264298439026,"[4.771338939666748, 7.7631001472473145, 2.0407028198242188]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.831272,False,-8.83127212524414,"{'tracking_error': 8.831272, 'drone_position': [4.771338939666748, 7.7631001472473145, 2.0407028198242188], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
307,19.94584083557129,"[4.798049449920654, 7.807735919952393, 2.042701005935669]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.877248,False,-8.87724781036377,"{'tracking_error': 8.877248, 'drone_position': [4.798049449920654, 7.807735919952393, 2.042701005935669], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
308,20.00818943977356,"[4.825046539306641, 7.852331161499023, 2.044473171234131]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.923258,False,-8.923257827758789,"{'tracking_error': 8.923258, 'drone_position': [4.825046539306641, 7.852331161499023, 2.044473171234131], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
309,20.070852756500244,"[4.852276802062988, 7.897095203399658, 2.0459306240081787]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",8.969504,False,-8.969504356384277,"{'tracking_error': 8.969504, 'drone_position': [4.852276802062988, 7.897095203399658, 2.0459306240081787], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
310,20.134682178497314,"[4.879567623138428, 7.942251205444336, 2.04711651802063]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.016204,False,-9.016203880310059,"{'tracking_error': 9.016204, 'drone_position': [4.879567623138428, 7.942251205444336, 2.04711651802063], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
311,20.19627833366394,"[4.906691551208496, 7.987880229949951, 2.048258066177368]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.06343,False,-9.063429832458496,"{'tracking_error': 9.06343, 'drone_position': [4.906691551208496, 7.987880229949951, 2.048258066177368], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
312,20.259729862213135,"[4.933549404144287, 8.033805847167969, 2.049640655517578]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.111008,False,-9.111007690429688,"{'tracking_error': 9.111008, 'drone_position': [4.933549404144287, 8.033805847167969, 2.049640655517578], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
313,20.322240829467773,"[4.96026086807251, 8.079726219177246, 2.0513668060302734]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.158644,False,-9.15864372253418,"{'tracking_error': 9.158644, 'drone_position': [4.96026086807251, 8.079726219177246, 2.0513668060302734], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
314,20.445863246917725,"[4.987022399902344, 8.125454902648926, 2.0533194541931152]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.2061615,False,-9.206161499023438,"{'tracking_error': 9.2061615, 'drone_position': [4.987022399902344, 8.125454902648926, 2.0533194541931152], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
315,20.507750511169434,"[5.013974189758301, 8.170963287353516, 2.0553126335144043]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.253535,False,-9.253535270690918,"{'tracking_error': 9.253535, 'drone_position': [5.013974189758301, 8.170963287353516, 2.0553126335144043], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
316,20.570107221603394,"[5.04119348526001, 8.216325759887695, 2.0571792125701904]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.300838,False,-9.300838470458984,"{'tracking_error': 9.300838, 'drone_position': [5.04119348526001, 8.216325759887695, 2.0571792125701904], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
317,20.632028341293335,"[5.0686936378479, 8.261698722839355, 2.0587854385375977]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.348226,False,-9.348225593566895,"{'tracking_error': 9.348226, 'drone_position': [5.0686936378479, 8.261698722839355, 2.0587854385375977], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
318,20.69485330581665,"[5.096386909484863, 8.307306289672852, 2.0600717067718506]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.395911,False,-9.39591121673584,"{'tracking_error': 9.395911, 'drone_position': [5.096386909484863, 8.307306289672852, 2.0600717067718506], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
319,20.75702977180481,"[5.124070644378662, 8.353350639343262, 2.0611355304718018]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.444084,False,-9.444084167480469,"{'tracking_error': 9.444084, 'drone_position': [5.124070644378662, 8.353350639343262, 2.0611355304718018], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
320,20.820307731628418,"[5.151534080505371, 8.3998384475708, 2.062244176864624]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.492741,False,-9.492740631103516,"{'tracking_error': 9.492741, 'drone_position': [5.151534080505371, 8.3998384475708, 2.062244176864624], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
321,20.882850646972656,"[5.178745746612549, 8.446532249450684, 2.0636510848999023]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.541649,False,-9.541648864746094,"{'tracking_error': 9.541649, 'drone_position': [5.178745746612549, 8.446532249450684, 2.0636510848999023], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
322,20.945940494537354,"[5.205866813659668, 8.493144989013672, 2.06538462638855]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.590534,False,-9.590534210205078,"{'tracking_error': 9.590534, 'drone_position': [5.205866813659668, 8.493144989013672, 2.06538462638855], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
