Step,Time,Drone_Position,Current_Target,Distance_Error,Waypoint_Reached,Reward,Info
323,21.00827145576477,"[5.2330851554870605, 8.53954029083252, 2.067290782928467]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.639273,False,-9.639272689819336,"{'tracking_error': 9.639273, 'drone_position': [5.2330851554870605, 8.53954029083252, 2.067290782928467], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
324,21.072126388549805,"[5.260520935058594, 8.585724830627441, 2.069185733795166]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.687877,False,-9.68787670135498,"{'tracking_error': 9.687877, 'drone_position': [5.260520935058594, 8.585724830627441, 2.069185733795166], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
325,21.13339328765869,"[5.288234233856201, 8.631796836853027, 2.070910692214966]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.7364435,False,-9.736443519592285,"{'tracking_error': 9.7364435, 'drone_position': [5.288234233856201, 8.631796836853027, 2.070910692214966], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
326,21.1955509185791,"[5.316213130950928, 8.677937507629395, 2.0723466873168945]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.785149,False,-9.785148620605469,"{'tracking_error': 9.785149, 'drone_position': [5.316213130950928, 8.677937507629395, 2.0723466873168945], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
327,21.25810933113098,"[5.344333648681641, 8.724379539489746, 2.073471784591675]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.834212,False,-9.834212303161621,"{'tracking_error': 9.834212, 'drone_position': [5.344333648681641, 8.724379539489746, 2.073471784591675], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
328,21.32097029685974,"[5.372373580932617, 8.771283149719238, 2.074439764022827]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.883776,False,-9.88377571105957,"{'tracking_error': 9.883776, 'drone_position': [5.372373580932617, 8.771283149719238, 2.074439764022827], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
329,21.38375759124756,"[5.4001569747924805, 8.81857967376709, 2.0755410194396973]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.933761,False,-9.933760643005371,"{'tracking_error': 9.933761, 'drone_position': [5.4001569747924805, 8.81857967376709, 2.0755410194396973], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
330,21.4468834400177,"[5.427720546722412, 8.865985870361328, 2.0769762992858887]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",9.983892,False,-9.983892440795898,"{'tracking_error': 9.983892, 'drone_position': [5.427720546722412, 8.865985870361328, 2.0769762992858887], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
331,21.508055210113525,"[5.455251693725586, 8.913249969482422, 2.0787041187286377]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.03394,False,-10.033940315246582,"{'tracking_error': 10.03394, 'drone_position': [5.455251693725586, 8.913249969482422, 2.0787041187286377], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
332,21.57113480567932,"[5.4829206466674805, 8.960283279418945, 2.080549716949463]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.083827,False,-10.083827018737793,"{'tracking_error': 10.083827, 'drone_position': [5.4829206466674805, 8.960283279418945, 2.080549716949463], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
333,21.63330602645874,"[5.510828971862793, 9.007122993469238, 2.082334518432617]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.133595,False,-10.13359546661377,"{'tracking_error': 10.133595, 'drone_position': [5.510828971862793, 9.007122993469238, 2.082334518432617], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
334,21.695080757141113,"[5.539018630981445, 9.053892135620117, 2.083908796310425]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.18337,False,-10.183369636535645,"{'tracking_error': 10.18337, 'drone_position': [5.539018630981445, 9.053892135620117, 2.083908796310425], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
335,21.805493116378784,"[5.56744909286499, 9.100793838500977, 2.085174083709717]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.233342,False,-10.233342170715332,"{'tracking_error': 10.233342, 'drone_position': [5.56744909286499, 9.100793838500977, 2.085174083709717], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
336,21.86802387237549,"[5.5959601402282715, 9.148055076599121, 2.086153030395508]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.283721,False,-10.283720970153809,"{'tracking_error': 10.283721, 'drone_position': [5.5959601402282715, 9.148055076599121, 2.086153030395508], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
337,21.92990779876709,"[5.624322891235352, 9.195784568786621, 2.0870537757873535]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.334592,False,-10.33459186553955,"{'tracking_error': 10.334592, 'drone_position': [5.624322891235352, 9.195784568786621, 2.0870537757873535], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
338,21.99206566810608,"[5.652413845062256, 9.243833541870117, 2.088168144226074]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.385801,False,-10.385801315307617,"{'tracking_error': 10.385801, 'drone_position': [5.652413845062256, 9.243833541870117, 2.088168144226074], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
339,22.054333686828613,"[5.680330276489258, 9.291901588439941, 2.0896289348602295]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.437063,False,-10.437063217163086,"{'tracking_error': 10.437063, 'drone_position': [5.680330276489258, 9.291901588439941, 2.0896289348602295], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
340,22.116225004196167,"[5.708270072937012, 9.339781761169434, 2.091337203979492]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.488196,False,-10.48819637298584,"{'tracking_error': 10.488196, 'drone_position': [5.708270072937012, 9.339781761169434, 2.091337203979492], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
341,22.179467916488647,"[5.736381530761719, 9.38742733001709, 2.0931081771850586]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.5391655,False,-10.539165496826172,"{'tracking_error': 10.5391655, 'drone_position': [5.736381530761719, 9.38742733001709, 2.0931081771850586], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
342,22.24255132675171,"[5.764750003814697, 9.434905052185059, 2.09477162361145]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.590043,False,-10.590043067932129,"{'tracking_error': 10.590043, 'drone_position': [5.764750003814697, 9.434905052185059, 2.09477162361145], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
343,22.30408811569214,"[5.793396472930908, 9.482361793518066, 2.0961880683898926]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.640974,False,-10.640974044799805,"{'tracking_error': 10.640974, 'drone_position': [5.793396472930908, 9.482361793518066, 2.0961880683898926], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
344,22.365716218948364,"[5.8222479820251465, 9.53001594543457, 2.097285509109497]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.692163,False,-10.692163467407227,"{'tracking_error': 10.692163, 'drone_position': [5.8222479820251465, 9.53001594543457, 2.097285509109497], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
345,22.428594827651978,"[5.8511128425598145, 9.578080177307129, 2.0981388092041016]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.743796,False,-10.743796348571777,"{'tracking_error': 10.743796, 'drone_position': [5.8511128425598145, 9.578080177307129, 2.0981388092041016], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
346,22.489991426467896,"[5.879770755767822, 9.626593589782715, 2.099001407623291]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.795888,False,-10.79588794708252,"{'tracking_error': 10.795888, 'drone_position': [5.879770755767822, 9.626593589782715, 2.099001407623291], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
347,22.55136489868164,"[5.9081621170043945, 9.675339698791504, 2.10014271736145]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.848224,False,-10.848223686218262,"{'tracking_error': 10.848224, 'drone_position': [5.9081621170043945, 9.675339698791504, 2.10014271736145], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
348,22.613990783691406,"[5.936433792114258, 9.72402286529541, 2.10162091255188]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.900532,False,-10.900531768798828,"{'tracking_error': 10.900532, 'drone_position': [5.936433792114258, 9.72402286529541, 2.10162091255188], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
349,22.67621111869812,"[5.964778423309326, 9.772486686706543, 2.1032943725585938]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",10.952682,False,-10.952681541442871,"{'tracking_error': 10.952682, 'drone_position': [5.964778423309326, 9.772486686706543, 2.1032943725585938], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
350,22.73815894126892,"[5.9933247566223145, 9.820724487304688, 2.104978322982788]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.004678,False,-11.004677772521973,"{'tracking_error': 11.004678, 'drone_position': [5.9933247566223145, 9.820724487304688, 2.104978322982788], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
351,22.801055908203125,"[6.022139072418213, 9.86882495880127, 2.1065099239349365]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.056613,False,-11.056612968444824,"{'tracking_error': 11.056613, 'drone_position': [6.022139072418213, 9.86882495880127, 2.1065099239349365], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
352,22.862973928451538,"[6.051220893859863, 9.916959762573242, 2.1077632904052734]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.108655,False,-11.108654975891113,"{'tracking_error': 11.108655, 'drone_position': [6.051220893859863, 9.916959762573242, 2.1077632904052734], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
353,22.924495220184326,"[6.080461025238037, 9.965359687805176, 2.108700752258301]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.161014,False,-11.16101360321045,"{'tracking_error': 11.161014, 'drone_position': [6.080461025238037, 9.965359687805176, 2.108700752258301], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
354,22.98690891265869,"[6.109642505645752, 10.014203071594238, 2.1094532012939453]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.213835,False,-11.213834762573242,"{'tracking_error': 11.213835, 'drone_position': [6.109642505645752, 10.014203071594238, 2.1094532012939453], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
355,23.04925274848938,"[6.138574123382568, 10.06345272064209, 2.110304832458496]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.267059,False,-11.267059326171875,"{'tracking_error': 11.267059, 'drone_position': [6.138574123382568, 10.06345272064209, 2.110304832458496], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
356,23.173932790756226,"[6.167264461517334, 10.112841606140137, 2.1114795207977295]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.320431,False,-11.320430755615234,"{'tracking_error': 11.320431, 'drone_position': [6.167264461517334, 10.112841606140137, 2.1114795207977295], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
357,23.23616933822632,"[6.195893287658691, 10.162099838256836, 2.1129636764526367]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.373713,False,-11.373712539672852,"{'tracking_error': 11.373713, 'drone_position': [6.195893287658691, 10.162099838256836, 2.1129636764526367], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
358,23.30007767677307,"[6.22463846206665, 10.211121559143066, 2.1145882606506348]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.42682,False,-11.426819801330566,"{'tracking_error': 11.42682, 'drone_position': [6.22463846206665, 10.211121559143066, 2.1145882606506348], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
359,23.363061666488647,"[6.253608703613281, 10.259930610656738, 2.1161723136901855]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.47979,False,-11.479789733886719,"{'tracking_error': 11.47979, 'drone_position': [6.253608703613281, 10.259930610656738, 2.1161723136901855], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
360,23.42562985420227,"[6.2828545570373535, 10.30864143371582, 2.1175625324249268]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",11.532738,False,-11.532737731933594,"{'tracking_error': 11.532738, 'drone_position': [6.2828545570373535, 10.30864143371582, 2.1175625324249268], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
